序号,标题,接口名称,测试URL,"deviceId
(设备信息：ios=token android=uuid(设备唯一Id)","deviceId
(设备信息：ios=token android=uuid(设备唯一Id)","platformVersion
(平台版本)","appVersion
（app版本号）",mobile,"bizKey
（业务参数）",if_token,预期返回包含的内容
31,创建群聊_Feed,communicate/createGroupChatForFeed,http://172.28.6.113:8080/communicate/createGroupChatForFeed,863637027549372,iOS,8.2,3.0,13581535754,"{""feedId"":""c_300156"",""feedIds"":""c_300234,c_333326"",""groupName"":""Haoyx的群聊"",""lastUpdateTime"":""0"",""userId"":""""}",yes,"""result"":""success"",""data"":.*""groupName"":""Haoyx的群聊"".*""code"":""0"""
32,创建群聊_Feed-feedId为空,communicate/createGroupChatForFeed,http://172.28.6.113:8080/communicate/createGroupChatForFeed,863637027549372,android,19,3.0,13581535754,"{""feedId"":"""",""feedIds"":""c_300234,c_333326"",""groupName"":""Haoyx的群聊"",""lastUpdateTime"":""0"",""userId"":""""}",yes,"""code"":""6000"""
33,更新群聊信息,communicate/updateGroupChat,http://172.28.6.113:8080/communicate/updateGroupChat,863637027549372,iOS,8.2,3.0,13581535754,"{""groupId"":""282"",""groupName"":""Haoyx的群聊"",""userId"":""""}",yes,"""result"":""success"".*""code"":""0"""
34,更新群聊信息-groupId为空,communicate/updateGroupChat,http://172.28.6.113:8080/communicate/updateGroupChat,863637027549372,android,19,3.0,13581535754,"{""groupId"":"""",""groupName"":""Haoyx的群聊"",""userId"":""""}",yes,"""code"":""6000"""
35,解散群聊,communicate/deleteGroupChat ?,http://172.28.6.113:8080/communicate/deleteGroupChat,863637027549372,iOS,8.2,3.0,13581535754,"{""groupId"":""282"",""userId"":""""}",yes,"""result"":""success"".*""code"":""0"""
36,解散群聊-groupId为空,communicate/deleteGroupChat,http://172.28.6.113:8080/communicate/deleteGroupChat,863637027549372,android,19,3.0,13581535754,"{""groupId"":"""",""userId"":""""}",yes,"""code"":""6000"""
37,获取群聊信息,communicate/obtainGroupChatInfoById,http://172.28.6.113:8080/communicate/obtainGroupChatInfoById,863637027549372,iOS,8.2,3.0,13581535754,"{""groupId"":""287""}",yes,"""result"":""success"",""data"":{""groupId"":""287"".*""code"":""0"""
38,获取群聊信息-groupId不存在,communicate/obtainGroupChatInfoById,http://172.28.6.113:8080/communicate/obtainGroupChatInfoById,863637027549372,android,19,3.0,13581535754,"{""groupId"":""2879000""}",yes,"""code"":""6004"""
39,获取群聊信息-groupId为空,communicate/obtainGroupChatInfoById,http://172.28.6.113:8080/communicate/obtainGroupChatInfoById,863637027549372,iOS,8.2,3.0,13581535754,"{""groupId"":""""}",yes,"""code"":""6000"""
40,批量添加群成员feed,communicate/addGroupChatMembersForFeed,http://172.28.6.113:8080/communicate/addGroupChatMembersForFeed,863637027549372,android,19,3.0,13581535754,"{""feedId"":""c_323327"",""feedIds"":""c_336440"",""groupId"":""100015"",""userId"":""""}",yes,"""result"":""success"".*""code"":""0"""
41,批量添加群成员-groupId为空,communicate/addGroupChatMembersForFeed,http://172.28.6.113:8080/communicate/addGroupChatMembersForFeed,863637027549372,iOS,8.2,3.0,13581535754,"{""feedId"":""c_323327"",""feedIds"":""c_336440"",""groupId"":"""",""userId"":""""}",yes,"""code"":""6000"""
42,批量移除群成员,communicate/removeGroupChatMembers,http://172.28.6.113:8080/communicate/removeGroupChatMembers,863637027549372,android,19,3.0,13581535754,"{""feedId"":""c_323327"",""feedIds"":""c_336440"",""groupId"":""100015""}",yes,"""result"":""success"".*""code"":""0"""
43,批量移除群成员-feedIds为空,communicate/removeGroupChatMembers,http://172.28.6.113:8080/communicate/removeGroupChatMembers,863637027549372,iOS,8.2,3.0,13581535754,"{""feedId"":""c_323327"",""feedIds"":"""",""groupId"":""100015""}",yes,"""code"":""6000"""
44,退出群聊_feed,communicate/quitFeedGroupChat,http://172.28.6.113:8080/communicate/quitFeedGroupChat,863637027549372,android,19,3.0,13581535754,"{""feedId"":""c_300156"",""groupId"":""288"",""userId"":""""}",yes,"""result"":""success"".*""code"":""0"""
45,退出群聊_feed-feedId为空,communicate/quitFeedGroupChat,http://172.28.6.113:8080/communicate/quitFeedGroupChat,863637027549372,iOS,8.2,3.0,13581535754,"{""feedId"":"""",""groupId"":""288"",""userId"":""""}",yes,"""code"":""6000"""
46,退出群聊_feed-groupId为空,communicate/quitFeedGroupChat,http://172.28.6.113:8080/communicate/quitFeedGroupChat,863637027549372,android,19,3.0,13581535754,"{""feedId"":""c_300156"",""groupId"":"""",""userId"":""""}",yes,"""code"":""6000"""
47,获取群聊下成员_feed,communicate/obtainFeedMembersByGroupChatId,http://172.28.6.113:8080/communicate/obtainFeedMembersByGroupChatId,863637027549372,iOS,8.2,3.0,13581535754,"{""groupId"":""100015""}",yes,"""result"":""success"",""data"":{""tnpGroupChatMemberList"":[{""groupId"":""100015"".*""code"":""0"""
48,获取群聊下成员_feed-groupId不存在,communicate/obtainFeedMembersByGroupChatId,http://172.28.6.113:8080/communicate/obtainFeedMembersByGroupChatId,863637027549372,android,19,3.0,13581535754,"{""groupId"":""10001512""}",yes,"""result"":""success"",""data"":{""tnpGroupChatMemberList"":[],""version"":""1441181512833""},""code"":""0"""
49,获取群聊下成员_feed-groupId为空,communicate/obtainFeedMembersByGroupChatId,http://172.28.6.113:8080/communicate/obtainFeedMembersByGroupChatId,863637027549372,iOS,8.2,3.0,13581535754,"{""groupId"":""""}",yes,"""code"":""6000"""
50,获取用户已加入的群聊_feed,communicate/obtainFeedGroupChatsByUserId,http://172.28.6.113:8080/communicate/obtainFeedGroupChatsByUserId,863637027549372,android,19,3.0,13581535754,"{""userId"":""""}",yes,"""result"":""success"",""data"":{""tnpGroupChatList"":[{""creatorFeedId"":.*Haoyx的群聊.*""code"":""0"""
51,获取用户已加入的群聊_feed-宋威,communicate/obtainFeedGroupChatsByUserId,http://172.28.6.113:8080/communicate/obtainFeedGroupChatsByUserId,863637027549372,iOS,8.2,3.0,13581535754,"{""userId"":""300174""}",yes,"""result"":""success"",""data"":{""tnpGroupChatList"":[{""creatorFeedId"":.*小宋的群聊.*""code"":""0"""
52,添加话题,communicate/addGroupChatTopic,http://172.28.6.113:8080/communicate/addGroupChatTopic,863637027549372,android,19,3.0,13581535754,"{""groupId"":""100015"",""topicName"":""二战抗战胜利70周年+rnd""}",yes,"""result"":""success"",""data"":.*""groupId"":""100015"",""topicName"":""二战抗战胜利70周年.*""code"":""0"""
53,添加话题-topicName各种字符,communicate/addGroupChatTopic,http://172.28.6.113:8080/communicate/addGroupChatTopic,863637027549372,iOS,8.2,3.0,13581535754,"{""groupId"":""100015"",""topicName"":""-- !@#$%^&*()<>?/这么多字符可以么""}",yes,"""result"":""success"".*""code"":""0"""
54,添加话题-重复话题,communicate/addGroupChatTopic,http://172.28.6.113:8080/communicate/addGroupChatTopic,863637027549372,android,19,3.0,13581535754,"{""groupId"":""100015"",""topicName"":""二战抗战胜利70周年""}",yes,"""result"":""error"".*""code"":""6005"
55,添加话题-topicName为空,communicate/addGroupChatTopic,http://172.28.6.113:8080/communicate/addGroupChatTopic,863637027549372,iOS,8.2,3.0,13581535754,"{""groupId"":""100015"",""topicName"":""""}",yes,"""result"":""success"".*""code"":""0"""
56,添加话题-groupId为空,communicate/addGroupChatTopic,http://172.28.6.113:8080/communicate/addGroupChatTopic,863637027549372,android,19,3.0,13581535754,"{""groupId"":"""",""topicName"":""二战抗战胜利70周年+rnd""}",yes,"""result"":""success"",""data"":.*""groupId"":""100015"",""topicName"":""二战抗战胜利70周年.*""code"":""0"""
57,获取群聊下话题,communicate/obtainTopicsByGroupChatId,http://172.28.6.113:8080/communicate/obtainTopicsByGroupChatId,863637027549372,android,19,3.0,13581535754,"{""groupId"":""100015""}",yes,"""result"":""success"",""data"":{""tnpGroupTopicList"".*""code"":""0"""
58,获取群聊下话题-groupId为空,communicate/obtainTopicsByGroupChatId,http://172.28.6.113:8080/communicate/obtainTopicsByGroupChatId,863637027549372,iOS,8.2,3.0,13581535754,"{""groupId"":""""}",yes,"""result"":""success"",""data"":{""tnpGroupTopicList"".*""code"":""0"""
59,获取名片下分享的联系人,communicate/obtainSharedContactsByCardId,http://172.28.6.113:8080/communicate/obtainSharedContactsByCardId,863637027549372,iOS,8.2,3.0,13581535754,"{""cardId"":""323327"",""friendCardId"":""336440""}",yes,"""result"":""success"",""data"":[{""shareCardId"":""323327"".*""code"":""0"""
60,获取名片下分享的联系人-friendCardId为空,communicate/obtainSharedContactsByCardId,http://172.28.6.113:8080/communicate/obtainSharedContactsByCardId,863637027549372,android,19,3.0,13581535754,"{""cardId"":""323327"",""friendCardId"":""""}",yes,"""result"":""success"",""data"":[{""shareCardId"":""323327"".*""code"":""0"""
61,分享通讯录好友,communicate/shareContacts ,http://172.28.6.113:8080/communicate/shareContacts,863637027549372,iOS,8.2,3.0,13581535754,"{""userId"":"""",""cardId"":""323327"",""nikename"":""Hyx"",""friendCardIdList"":""336440,300234,337253"",""friendUserIdList"":""324527,300174,543073""}",yes,"""result"":""success"",""data"":[{""shareCardId"":""323327"".*""code"":""0"""
62,投诉聊天-单聊bobo,communicate/complaintChat,http://172.28.6.113:8080/communicate/complaintChat,863637027549372,android,19,3.0,13581535754,"{""cardId"":""323327"",""beComplainantType"":""single"",""complaintCause"":""lie"",""complaintedCardId"":""337253"",""complaintedUserId"":""543073"",""content"":""{""msgtype"":""text"",""msgbody"":""欺骗性语言测试""}""}",yes,"""result"":""success"",""data"":[{""shareCardId"":""323327"".*""code"":""0"""
63,投诉聊天-群聊,communicate/complaintChat,http://172.28.6.113:8080/communicate/complaintChat,863637027549372,iOS,8.2,3.0,13581535754,"{""cardId"":""323327"",""beComplainantType"":""group"",""complaintCause"":""lie"",""complaintedGroupId"":""287"",""content"":""{""msgtype"":""voice"",""msgbody"":""http://test.voice.mp3"",""topic"":""""}""}",yes,"""result"":""success"",""data"":[{""shareCardId"":""323327"".*""code"":""0"""
64,读取沟通,communicate/readCommunicationCache,http://172.28.6.113:8080/communicate/readCommunicationCache,863637027549372,iOS,8.2,3.0,13581535754,{},yes,"""result"":""success"".*""code"":""0"""
65,读取动态信息,communicate/readNoticeCache,http://172.28.6.113:8080/communicate/readNoticeCache,863637027549372,android,19,3.0,13581535754,{},yes,"""result"":""success"",""data"":[{""shareCardId"":""323327"".*""code"":""0"""
66,获取联系人feed接口,communicate/obtainContactTNPFeeds,http://172.28.6.113:8080/communicate/obtainContactTNPFeeds,863637027549372,iOS,8.2,3.0,13581535754,,yes,"""result"":""success"",""data"":[{""feedId"".*""avatarId"".*""code"":""0"""
67,获取名片下联系人feed(新feed),communicate/obtainContactTNPFeedsByCardId,http://172.28.6.113:8080/communicate/obtainContactTNPFeedsByCardId,863637027549372,android,19,3.0,13581535754,"{""feedId"":""c_323327""}",yes,"""result"":""success"",""data"":[{""feedId"".*""avatarId"".*""code"":""0"""
68,获取名片下联系人feed(新feed)-feedId为空,communicate/obtainContactTNPFeedsByCardId,http://172.28.6.113:8080/communicate/obtainContactTNPFeedsByCardId,863637027549372,iOS,8.2,3.0,13581535754,"{""feedId"":""""}",yes,"""code"":""6000"""
69,获取名片下联系人,communicate/obtainContactsByCardId,http://172.28.6.113:8080/communicate/obtainContactsByCardId,863637027549372,iOS,8.2,3.0,13581535754,"{""cardId"":""323327""}",yes,"""result"":""success"",""data"":{""tnpContactList"":.*""friendCardId"".*""code"":""0"""
70,获取名片下联系人-cardId为空,communicate/obtainContactsByCardId,http://172.28.6.113:8080/communicate/obtainContactsByCardId,863637027549372,android,19,3.0,13581535754,"{""cardId"":""""}",yes,"""code"":""6000"""
71,获取联系人feed（通讯录）-自己,communicate/obtainContactFeed,http://172.28.6.113:8080/communicate/obtainContactFeed,863637027549372,android,19,3.0,13581535754,"{""userId"":"""",""version"":""3.0""}",yes,"""result"":""success"",""data"":{""tnpContactList"":.*""friendCardId"".*""code"":""0"""
72,获取联系人feed（通讯录）-version为空,communicate/obtainContactFeed,http://172.28.6.113:8080/communicate/obtainContactFeed,863637027549372,iOS,8.2,3.0,13581535754,"{""userId"":"""",""version"":""""}",yes,"""code"":""6000"""
73,根据名片id获取联系人feed（通讯录）,communicate/obtainContactFeedByCardId,http://172.28.6.113:8080/communicate/obtainContactFeedByCardId,863637027549372,android,19,3.0,13581535754,"{""cardId"":""336440"",""cardType"":""1"",""version"":""3.0""}",yes,"""result"":""success"",""data"":{""cardFeedList"":.*""myCardName"":""jianshe.*""code"":""0"""
74,根据名片id获取联系人feed（通讯录）-cardId为空,communicate/obtainContactFeedByCardId,http://172.28.6.113:8080/communicate/obtainContactFeedByCardId,863637027549372,iOS,8.2,3.0,13581535754,"{""cardId"":"""",""cardType"":""1"",""version"":""3.0""}",yes,"""code"":""6000"""
75,读取通知类型,communicate/readNoticeType,http://172.28.6.113:8080/communicate/readNoticeType,863637027549372,android,19,3.0,13581535754,{},yes,"""result"":""success"",""data"":[{""noticeTypeId"".*""code"":""0"""
76,来自通讯录的批量好友添加（新feed）,communicate/batchFriendToUser,http://172.28.6.113:8080/communicate/batchFriendToUser,863637027549372,iOS,8.2,3.0,13581535754,"{""feedId"":""c_333474"",""friendMobileSet"":[""18611772708"",""15010106923""],""addComment"":""哈哈哈，来组个队吧""}",yes,"""result"":""success"".*""code"":""0"""
77,来自通讯录的批量好友添加（新feed）-手机号为空,communicate/batchFriendToUser,http://172.28.6.113:8080/communicate/batchFriendToUser,863637027549372,android,19,3.0,13581535754,"{""feedId"":""c_333474"",""friendMobileSet"":[],""addComment"":""哈哈哈，来组个队吧""}",yes,"""code"":""6000"""
78,获取群聊信息,communicate/obtainGroupChatInfoByIdForFeed,http://172.28.6.113:8080/communicate/obtainGroupChatInfoByIdForFeed,863637027549372,android,19,3.0,13581535754,"{""groupId"":""100015""}",yes,"""result"":""success"",""data"":.*""groupName"":""群聊接口.*""code"":""0"""
79,获取群聊信息-groupId为其他人的群聊,communicate/obtainGroupChatInfoByIdForFeed,http://172.28.6.113:8080/communicate/obtainGroupChatInfoByIdForFeed,863637027549372,iOS,8.2,3.0,13581535754,"{""groupId"":""5""}",yes,"""result"":""success"",""data"":.*""groupName"":""小宋的群聊.*""code"":""0"""
80,获取群聊信息-groupId为空,communicate/obtainGroupChatInfoByIdForFeed,http://172.28.6.113:8080/communicate/obtainGroupChatInfoByIdForFeed,863637027549372,android,19,3.0,13581535754,"{""groupId"":""""}",yes,"""code"":""6000"""
81,加入聊天室,communicate/joinChatRoom,http://172.28.6.113:8080/communicate/joinChatRoom,863637027549372,android,19,3.0,13581535754,"{""feedId"":""c_333474"",""roomId"":""g_1966"",""userId"":""""}",yes,"""result"":""success"",""data"":[{""feedId"":""c_333474"".*""code"":""0"""
82,加入聊天室-feedId为空,communicate/joinChatRoom,http://172.28.6.113:8080/communicate/joinChatRoom,863637027549372,iOS,8.2,3.0,13581535754,"{""feedId"":"""",""roomId"":""g_1966"",""userId"":""""}",yes,"""code"":""6000"""
83,加入聊天室-roomId为空,communicate/joinChatRoom,http://172.28.6.113:8080/communicate/joinChatRoom,863637027549372,android,19,3.0,13581535754,"{""feedId"":""c_333474"",""roomId"":"""",""userId"":""""}",yes,"""code"":""6000"""
84,获取聊天室列表,communicate/obtainChatRoomMemeberList,http://172.28.6.113:8080/communicate/obtainChatRoomMemeberList,863637027549372,android,19,3.0,13581535754,"{""roomId"":""g_1966""}",yes,"""result"":""success"",""data"":.*""code"":""0"""
85,获取聊天室列表-roomId为空,communicate/obtainChatRoomMemeberList,http://172.28.6.113:8080/communicate/obtainChatRoomMemeberList,863637027549372,iOS,8.2,3.0,13581535754,"{""roomId"":""""}",yes,"""code"":""6000"""
86,退出聊天室,communicate/exitChatRoom,http://172.28.6.113:8080/communicate/exitChatRoom,863637027549372,android,19,3.0,13581535754,"{""feedId"":""c_333474"",""roomId"":""g_1966"",""userId"":""""}",yes,"""result"":""success"",""data"":.*""code"":""0"""
87,退出聊天室-feedId为空,communicate/exitChatRoom,http://172.28.6.113:8080/communicate/exitChatRoom,863637027549372,iOS,8.2,3.0,13581535754,"{""feedId"":"""",""roomId"":""g_1966"",""userId"":""""}",yes,"""code"":""6000"""
88,退出聊天室-roomId为空,communicate/exitChatRoom,http://172.28.6.113:8080/communicate/exitChatRoom,863637027549372,android,19,3.0,13581535754,"{""feedId"":""c_333474"",""roomId"":"""",""userId"":""""}",yes,"""code"":""6000"""
89,添加用户朋友标签,communicate/addFriendTags,http://172.28.6.113:8080/communicate/addFriendTags,863637027549372,iOS,8.2,3.0,13581535754,"{""tagNames"":""朋友,同事,亲朋""}",yes,"""result"":""success"",""data"":.*""tagName"":""亲朋"".*""code"":""0"""
90,添加用户朋友标签-重复,communicate/addFriendTags,http://172.28.6.113:8080/communicate/addFriendTags,863637027549372,android,19,3.0,13581535754,"{""tagNames"":""朋友""}",yes,"""result"":""success"",""data"":.*""tagName"":""朋友"".*""code"":""0"""
91,添加用户朋友标签-重复,communicate/addFriendTags,http://172.28.6.113:8080/communicate/addFriendTags,863637027549372,iOS,8.2,3.0,13581535754,"{""tagNames"":""""}",yes,"""code"":""6000"""
92,修改用户朋友标签,communicate/resetMyFriend,http://172.28.6.113:8080/communicate/resetMyFriend,863637027549372,android,19,3.0,13581535754,"{""tagName"":""haoyx修改标签"",""friendTagId"":""13""}",yes,"""result"":""success"",""data"":.*""code"":""0"""
93,删除用户朋友标签,communicate/deleteFriendTag,http://172.28.6.113:8080/communicate/deleteFriendTag,863637027549372,iOS,8.2,3.0,13581535754,"{""friendTagId"":""12""}",yes,"""result"":""success"",""data"":.*""code"":""0"""
94,删除用户朋友标签-friendTagId为空,communicate/deleteFriendTag,http://172.28.6.113:8080/communicate/deleteFriendTag,863637027549372,android,19,3.0,13581535754,"{""friendTagId"":""""}",yes,"""code"":""6003"""
95,通过用户id获取用户的所有朋友标签,communicate/obtainFriendTagsByUserId,http://172.28.6.113:8080/communicate/obtainFriendTagsByUserId,863637027549372,iOS,8.2,3.0,13581535754,"{""updateTime"":""+rnd""}",yes,"""result"":""success"",""data"":.*""code"":""0"""
96,通过用户id获取用户的所有朋友标签-updateTime为空,communicate/obtainFriendTagsByUserId,http://172.28.6.113:8080/communicate/obtainFriendTagsByUserId,863637027549372,android,19,3.0,13581535754,"{""updateTime"":""""}",yes,"""code"":""6000"""
97,通过用户id获取用户的所有朋友标签和关系,communicate/obtainRelationsAndTags,http://172.28.6.113:8080/communicate/obtainRelationsAndTags,863637027549372,iOS,8.2,3.0,13581535754,"{""userId"":"""",""updateTime"":""+rnd""}",yes,"""result"":""success"",""data"":.*""code"":""0"""
98,通过用户id获取用户的所有朋友标签和关系-userId,communicate/obtainRelationsAndTags,http://172.28.6.113:8080/communicate/obtainRelationsAndTags,863637027549372,android,19,3.0,13581535754,"{""userId"":""300174"",""updateTime"":""+rnd""}",yes,"""result"":""success"",""data"":.*""friendTagId"".*""code"":""0"""
99,将一批朋友添加至同一分组--同事,communicate/addNewMembersToTag,http://172.28.6.113:8080/communicate/addNewMembersToTag,863637027549372,android,19,3.0,13581535754,"{""friendTagId"":""13"",""feedIdRelationList"":[""c_300234,c_336440""]}",yes,"""result"":""success"",""data"":.*""friendTagId"":""13"".*""code"":""0"""
100,将一批朋友添加至同一分组--亲朋,communicate/addNewMembersToTag,http://172.28.6.113:8080/communicate/addNewMembersToTag,863637027549372,iOS,8.2,3.0,13581535754,"{""friendTagId"":""14"",""feedIdRelationList"":[""c_337253,c_300234""]}",yes,"""result"":""success"",""data"":.*""code"":""0"""
